subject,trial,null,pic_id,act_x,act_y,est_x,est_y,correct,distance,rt,day,condition,act_quad,est_quad,quad_diff
VRTag_009,32,1,22,1248.002,347.4494,578,874,0,852.1493,3.333247,2,video,1,4,-3
VRTag_009,33,1,15,728.3154,713.6603,676,730,1,54.80777,3.399909,2,video,3,3,0
VRTag_009,34,1,34,1339.972,875.2115,666,517,0,763.2524,4.06657,2,video,4,1,3
VRTag_009,35,1,47,480.4714,126.4626,659,308,0,254.6139,3.299865,2,video,3,3,0
VRTag_009,36,1,18,1458.257,167.076,1052,129,0,408.0378,4.43322,2,video,1,1,0
VRTag_009,37,1,33,1104.347,127.3436,1101,667,0,539.6668,4.433302,2,video,1,1,0
VRTag_009,38,1,46,1374.724,648.6784,1341,635,1,36.39225,6.433244,2,video,1,1,0
VRTag_009,39,1,17,727.7277,731.2601,1199,882,0,494.7929,4.883235,2,video,3,2,1
VRTag_009,40,1,45,639.7861,514.2467,923,340,0,332.5237,4.233262,2,video,3,3,0
VRTag_009,41,1,48,481.7891,822.5664,696,428,0,448.9643,3.249916,2,video,2,3,-1
VRTag_009,42,1,12,1259.43,563.9661,1176,518,1,95.25474,3.316581,2,video,1,1,0
VRTag_009,43,1,40,896.8325,807.417,783,421,0,402.8349,3.43322,2,video,4,1,3
VRTag_009,44,1,13,1229.408,327.6952,557,535,0,703.6389,3.916602,2,video,1,1,0
VRTag_009,45,1,14,1188.784,116.1408,535,194,0,658.4033,2.8832,2,video,1,1,0
VRTag_009,46,1,6,667.9943,874.3482,1197,193,0,862.6021,3.466577,2,video,2,3,-1
VRTag_009,47,1,26,561.7796,157.306,1049,840,0,838.7221,4.433236,2,video,3,2,1
VRTag_009,48,1,31,790.1259,807.3013,1054,729,0,275.2465,9.933202,2,video,NaN,NaN,NaN
VRTag_014,25,1,14,758.8978,152.6964,826,395,0,251.4234,4.133196,2,video,1,1,0
VRTag_014,26,1,22,1167.485,178.8664,511,555,0,756.6038,4.299922,2,video,1,1,0
VRTag_014,27,1,16,1044.748,285.5551,1108,219,1,91.81707,3.916589,2,video,1,1,0
VRTag_014,28,1,33,553.8179,504.9114,1292,241,0,783.9401,2.483197,2,video,3,3,0
VRTag_014,29,1,6,1329.478,490.7432,1091,435,0,244.9059,3.949904,2,video,1,1,0
VRTag_014,30,1,45,1291.859,798.045,1371,555,0,255.6055,2.416555,2,video,4,1,3
VRTag_014,31,1,31,1034.346,612.0095,610,406,0,471.7091,3.199916,2,video,1,1,0
VRTag_014,32,1,34,1102.191,372.9619,1326,758,0,445.3593,6.033225,2,video,1,4,-3
VRTag_014,33,1,18,994.7312,906.9215,973,524,0,383.5376,2.299925,2,video,4,1,3
VRTag_014,34,1,48,1264.883,473.7692,1389,413,1,138.1955,3.666513,2,video,1,1,0
VRTag_014,35,1,11,1337.954,778.7805,1262,787,1,76.39738,2.866534,2,video,4,4,0
VRTag_014,36,1,13,1394.985,383.0158,1113,739,0,454.1368,6.766627,2,video,1,1,0
VRTag_014,37,1,17,1368.176,179.4219,529,653,0,963.5833,5.683253,2,video,1,1,0
VRTag_014,38,1,32,985.7252,483.8568,587,523,0,400.6419,6.733186,2,video,1,1,0
VRTag_014,39,1,41,795.3649,522.5712,650,267,0,294.0197,2.566606,2,video,1,1,0
VRTag_014,40,1,47,849.4844,605.4849,1371,200,0,660.6032,4.6999,2,video,1,1,0
VRTag_014,41,1,21,1259.27,659.6687,498,531,0,772.0671,3.666568,2,video,1,1,0
VRTag_014,42,1,1,1200.574,755.5924,1087,291,0,478.273,3.633282,2,video,4,1,3
VRTag_014,43,1,12,755.4427,358.0251,1230,669,0,567.3711,3.949939,2,video,1,1,0
VRTag_014,44,1,40,925.8889,349.5766,606,191,0,357.037,3.149939,2,video,1,1,0
VRTag_014,45,1,46,670.2504,858.0984,945,777,0,286.4687,4.333211,2,video,2,2,0
VRTag_014,46,1,26,1314.381,268.2895,460,333,0,856.8283,6.633308,2,video,1,1,0
VRTag_014,47,1,15,1111.088,429.4949,982,750,0,345.5247,4.116514,2,video,1,1,0
VRTag_014,48,1,20,994.1273,356.8898,1470,412,0,479.0532,5.233286,2,video,NaN,4,NaN
VRTag_015,25,1,7,1344.527,350.0295,671,548,0,702.0189,3.799819,2,video,1,1,0
VRTag_015,26,1,23,957.5281,169.9484,493,149,0,465.0002,3.333303,2,video,1,1,0
VRTag_015,27,1,37,1090.503,712.572,653,304,0,598.6153,4.033179,2,video,1,1,0
VRTag_015,28,1,35,685.6033,327.9043,747,389,1,86.61547,4.449945,2,video,3,3,0
VRTag_015,29,1,44,1175.006,773.1599,960,540,0,317.1612,2.149904,2,video,4,1,3
VRTag_015,30,1,5,1319.856,549.9797,1401,689,1,160.9686,2.71683,2,video,1,1,0
VRTag_015,31,1,42,1215.115,409.2355,834,540,0,402.9238,4.533336,2,video,1,1,0
VRTag_015,32,1,28,1268.563,660.4636,771,858,0,535.3403,4.866623,2,video,1,4,-3
VRTag_015,33,1,24,1299.872,602.6307,828,915,0,565.8955,2.783255,2,video,1,4,-3
VRTag_015,34,1,2,1108.547,776.7239,1224,700,1,138.6216,2.833268,2,video,4,1,3
VRTag_015,35,1,9,1320.223,645.7347,1257,535,1,127.5119,6.449927,2,video,1,1,0
VRTag_015,36,1,27,742.0589,379.9562,1157,901,0,666.0801,5.183298,2,video,3,2,1
VRTag_015,37,1,39,1044.123,159.0218,786,801,0,691.9274,3.333339,2,video,1,4,-3
VRTag_015,38,1,29,1398.952,254.9399,746,389,0,666.5717,6.183239,2,video,1,1,0
VRTag_015,39,1,25,546.0842,429.8611,1157,253,0,636.0016,3.299959,2,video,3,3,0
VRTag_015,40,1,36,980.1499,925.9067,653,690,0,403.3349,3.233227,2,video,4,1,3
VRTag_015,41,1,30,1471.695,270.0328,775,409,0,710.4194,5.033211,2,video,1,1,0
VRTag_015,42,1,8,1313.786,709.4543,1296,647,1,64.93761,6.199948,2,video,1,1,0
VRTag_015,43,1,43,1465.103,132.6368,783,899,0,1025.952,2.799896,2,video,1,4,-3
VRTag_015,44,1,18,1400.305,737.6677,1394,174,0,563.703,3.283245,2,video,1,1,0
VRTag_015,45,1,38,827.4054,722.9087,646,689,1,184.5473,5.466613,2,video,1,1,0
VRTag_015,46,1,4,619.405,743.7897,646,549,1,196.5968,2.949889,2,video,3,3,0
VRTag_015,47,1,10,925.5564,162.3567,744,392,0,292.7436,2.966546,2,video,1,1,0
VRTag_015,48,1,3,1339.824,953.6029,1110,144,0,841.5912,3.383242,2,video,NaN,NaN,NaN
VRTag_016,25,1,33,1426.723,211.4206,1134,437,0,369.5578,3.683186,2,video,1,1,0
VRTag_016,26,1,20,607.9936,665.6338,1199,243,0,726.5727,3.36659,2,video,3,3,0
VRTag_016,27,1,46,1459.401,783.568,608,260,0,999.5036,3.616601,2,video,4,1,3
VRTag_016,28,1,17,799.5141,730.2305,1124,839,0,342.2308,2.683251,2,video,1,4,-3
VRTag_016,29,1,13,860.8742,172.6422,795,242,1,95.65519,1.783239,2,video,1,1,0
VRTag_016,30,1,26,488.9012,461.9697,807,538,0,327.0588,2.099938,2,video,3,3,0
VRTag_016,31,1,40,1219.205,579.1269,806,854,0,496.2799,2.24992,2,video,1,4,-3
VRTag_016,32,1,34,662.1334,838.4475,666,982,1,143.6046,2.083207,2,video,2,2,0
VRTag_016,33,1,1,697.6869,368.9399,1427,958,0,937.491,2.88325,2,video,3,2,1
VRTag_016,34,1,21,1067.055,922.0802,663,631,0,497.984,5.783222,2,video,4,1,3
VRTag_016,35,1,41,448.9631,936.2643,1153,410,0,878.9893,2.933237,2,video,2,3,-1
VRTag_016,36,1,15,688.023,279.5538,798,227,1,121.8887,2.516572,2,video,3,3,0
VRTag_016,37,1,6,1325.305,967.1528,818,666,0,589.9588,1.966617,2,video,4,1,3
VRTag_016,38,1,18,1336.19,961.8056,1086,856,0,271.6433,5.783187,2,video,4,4,0
VRTag_016,39,1,14,1462.045,442.7524,714,635,0,772.3541,1.833245,2,video,1,1,0
VRTag_016,40,1,12,602.9219,705.3162,1479,436,0,916.5392,1.833272,2,video,3,3,0
VRTag_016,41,1,16,535.8049,861.5938,824,214,0,708.8259,1.816593,2,video,2,3,-1
VRTag_016,42,1,32,1426.182,147.8715,1453,764,0,616.7118,5.88318,2,video,1,4,-3
VRTag_016,43,1,47,906.3788,318.1512,549,430,0,374.4726,2.183255,2,video,1,1,0
VRTag_016,44,1,31,644.8723,850.0821,1105,684,0,489.1838,3.483254,2,video,2,3,-1
VRTag_016,45,1,11,1057.188,366.9492,637,685,0,526.986,1.766588,2,video,1,1,0
VRTag_016,46,1,45,1273.672,870.998,1107,444,0,458.374,1.799909,2,video,4,1,3
VRTag_016,47,1,22,531.4091,372.4311,890,587,0,417.8842,4.483265,2,video,3,3,0
VRTag_016,48,1,48,458.1551,802.1469,1098,450,0,730.3484,1.716601,2,video,NaN,NaN,NaN
VRTag_018,25,1,38,1261.653,464.8997,1196,761,0,303.2914,4.133274,2,video,1,4,-3
VRTag_018,26,1,8,1020.47,685.8893,1040,468,0,218.7628,3.266555,2,video,1,1,0
VRTag_018,27,1,9,741.5377,631.0982,1186,474,0,471.4091,5.749788,2,video,3,3,0
VRTag_018,28,1,24,926.1016,274.6861,575,288,0,351.354,1.94995,2,video,1,1,0
VRTag_018,29,1,44,1325.512,696.5414,669,869,0,678.7858,3.133346,2,video,1,4,-3
VRTag_018,30,1,7,842.1597,602.894,511,239,0,492.0219,3.849895,2,video,1,1,0
VRTag_018,31,1,36,657.0605,569.0422,573,831,0,275.1146,2.799924,2,video,3,2,1
VRTag_018,32,1,35,738.6808,942.2177,980,660,0,371.3244,2.116614,2,video,2,3,-1
VRTag_018,33,1,4,907.0206,158.0326,624,284,0,309.7877,5.516531,2,video,1,1,0
VRTag_018,34,1,27,558.7779,286.2114,1086,876,0,791.0839,2.099946,2,video,3,2,1
VRTag_018,35,1,3,1063.177,626.9563,429,307,0,710.3188,3.216574,2,video,1,1,0
VRTag_018,36,1,25,1469.777,661.4012,805,718,0,667.1818,2.766619,2,video,1,1,0
VRTag_018,37,1,37,554.8882,412.5986,1344,340,0,792.4443,1.799968,2,video,3,3,0
VRTag_018,38,1,42,527.3278,806.0604,970,801,0,442.7011,8.049893,2,video,2,2,0
VRTag_018,39,1,29,622.3143,395.0108,816,740,0,395.6409,4.416567,2,video,3,3,0
VRTag_018,40,1,5,516.6164,148.3115,547,470,0,323.1202,4.899928,2,video,3,3,0
VRTag_018,41,1,18,1404.661,699.756,1324,764,1,103.1187,3.366582,2,video,1,4,-3
VRTag_018,42,1,2,733.9528,478.5677,619,463,1,116.0021,10.33319,2,video,3,3,0
VRTag_018,43,1,30,449.3457,284.5234,1082,451,0,654.1911,6.566551,2,video,3,3,0
VRTag_018,44,1,23,763.4604,282.3163,720,834,0,553.3929,9.299907,2,video,1,4,-3
VRTag_018,45,1,28,544.9826,831.3631,1241,863,0,696.736,1.599952,2,video,2,2,0
VRTag_018,46,1,10,1041.861,408.1828,784,573,0,306.0339,5.266619,2,video,1,1,0
VRTag_018,47,1,39,700.0739,933.4925,1212,917,0,512.1917,1.699908,2,video,2,2,0
VRTag_018,48,1,43,953.0407,853.4175,1191,280,0,620.8319,2.516552,2,video,NaN,NaN,NaN
VRTag_019,25,1,25,468.0503,413.9195,1225,778,0,839.9568,4.983259,2,video,3,2,1
VRTag_019,26,1,23,1228.152,833.3729,1138,777,1,106.3261,4.883233,2,video,4,4,0
VRTag_019,27,1,4,1398.185,647.4362,854,809,0,567.6619,3.899912,2,video,1,4,-3
VRTag_019,28,1,37,1163.535,421.9078,1018,155,0,304.0068,3.016604,2,video,1,1,0
VRTag_019,29,1,5,625.9925,559.0066,729,188,0,385.0408,8.249873,2,video,3,3,0
VRTag_019,30,1,27,1068.841,820.5609,1282,163,0,691.2474,8.899822,2,video,4,1,3
VRTag_019,31,1,3,1441.534,255.0198,1431,143,1,112.5139,6.566597,2,video,1,1,0
VRTag_019,32,1,29,1295.827,531.6298,508,147,0,876.7052,6.299873,2,video,1,1,0
VRTag_019,33,1,36,665.5307,698.3964,765,814,1,152.5068,4.86653,2,video,3,2,1
VRTag_019,34,1,35,1133.491,448.5765,648,636,0,520.4124,3.883244,2,video,1,1,0
VRTag_019,35,1,24,890.4405,367.5091,789,567,0,223.8007,4.01659,2,video,1,1,0
VRTag_019,36,1,9,711.0988,505.8218,1363,536,0,652.5993,5.499923,2,video,3,3,0
VRTag_019,37,1,43,786.0884,569.4947,1377,344,0,632.4748,5.383171,2,video,1,1,0
VRTag_019,38,1,10,867.008,930.63,642,470,0,512.6486,4.683256,2,video,4,1,3
VRTag_019,39,1,28,1187.89,385.2145,765,176,0,471.8117,4.949955,2,video,1,1,0
VRTag_019,40,1,39,1215.759,305.1317,626,796,0,767.3121,7.349921,2,video,1,4,-3
VRTag_019,41,1,42,1278.781,282.5927,961,508,0,389.6064,2.799876,2,video,1,1,0
VRTag_019,42,1,18,790.5078,333.3576,1183,404,0,398.7988,4.049911,2,video,1,1,0
VRTag_019,43,1,30,1449.956,653.9203,1188,800,0,299.934,5.566496,2,video,1,4,-3
VRTag_019,44,1,7,1290.999,548.9962,1299,812,0,263.1254,3.383264,2,video,1,4,-3
VRTag_019,45,1,44,1179.964,843.8925,636,298,0,770.646,3.299934,2,video,4,1,3
VRTag_019,46,1,2,675.1086,530.3141,674,536,1,5.792971,3.533249,2,video,3,3,0
VRTag_019,47,1,38,968.6682,205.9091,1268,171,0,301.3605,3.933178,2,video,1,1,0
VRTag_019,48,1,8,735.3214,368.4371,1254,541,0,546.631,5.649921,2,video,NaN,NaN,NaN
VRTag_021,25,1,28,618.4304,578.4926,1352,244,0,806.2317,5.599818,2,video,3,3,0
VRTag_021,26,1,35,894.8989,467.6065,1282,343,0,406.6621,4.549849,2,video,1,1,0
VRTag_021,27,1,42,843.9654,645.4588,913,565,1,106.016,4.516527,2,video,1,1,0
VRTag_021,28,1,23,846.6242,769.4664,814,676,1,98.99648,7.149828,2,video,4,1,3
VRTag_021,29,1,3,473.7271,847.0061,743,236,0,667.7098,4.283242,2,video,2,3,-1
VRTag_021,30,1,25,1362.508,127.5496,1343,242,1,116.1011,5.183225,2,video,1,1,0
VRTag_021,31,1,18,739.7288,286.6134,1175,558,0,512.9441,7.799845,2,video,3,3,0
VRTag_021,32,1,10,673.5605,132.0872,1351,224,0,683.6463,2.733278,2,video,3,3,0
VRTag_021,33,1,9,857.477,576.0529,595,444,0,293.8234,3.66656,2,video,1,1,0
VRTag_021,34,1,7,779.2618,172.4695,734,758,0,587.2773,1.999903,2,video,1,4,-3
VRTag_021,35,1,27,487.2558,307.6998,709,237,0,232.7422,5.633247,2,video,3,3,0
VRTag_021,36,1,29,798.0119,271.3953,1341,241,0,543.8381,1.8499,2,video,1,1,0
VRTag_021,37,1,4,506.4242,647.3599,732,754,0,249.5126,3.116543,2,video,3,2,1
VRTag_021,38,1,8,1372.925,970.4169,1383,428,0,542.5104,2.23322,2,video,4,1,3
VRTag_021,39,1,24,820.0739,848.3623,921,569,0,297.0343,3.783211,2,video,4,1,3
VRTag_021,40,1,39,1425.825,858.4601,1172,539,0,408.0216,3.099903,2,video,4,1,3
VRTag_021,41,1,5,1094.063,743.4594,1366,876,0,302.5171,1.833178,2,video,1,4,-3
VRTag_021,42,1,2,1386.469,536.7868,481,458,0,908.8904,4.966527,2,video,1,1,0
VRTag_021,43,1,30,1022.038,768.9908,960,887,1,133.3226,3.666596,2,video,4,4,0
VRTag_021,44,1,43,1202.472,229.6922,1008,514,0,344.4565,4.149879,2,video,1,1,0
VRTag_021,45,1,37,672.4701,147.3972,1235,244,0,570.7643,2.93327,2,video,3,3,0
VRTag_021,46,1,44,1166.414,544.9712,1172,537,1,9.733809,2.383245,2,video,1,1,0
VRTag_021,47,1,38,1221,138.1242,685,142,0,536.0144,4.199879,2,video,1,1,0
VRTag_021,48,1,36,693.0786,257.0525,965,775,0,584.9879,3.999868,2,video,NaN,NaN,NaN
VRTag_022,25,1,12,1356.721,571.367,1145,376,0,288.0868,5.116577,2,video,1,1,0
VRTag_022,26,1,33,775.6365,462.8696,1157,137,0,501.6265,2.183243,2,video,1,1,0
VRTag_022,27,1,11,465.545,525.5587,947,581,0,484.6366,2.066504,2,video,3,3,0
VRTag_022,28,1,16,891.7551,855.8983,764,295,0,575.2637,2.200006,2,video,4,1,3
VRTag_022,29,1,21,482.7627,392.6963,773,582,0,346.5163,2.133283,2,video,3,3,0
VRTag_022,30,1,40,1269.048,648.3356,1156,81,0,578.489,1.74991,2,video,1,1,0
VRTag_022,31,1,18,1078.158,246.4261,789,816,0,638.7696,2.116616,2,video,1,4,-3
VRTag_022,32,1,48,482.644,855.4572,1153,474,0,771.289,1.783187,2,video,2,3,-1
VRTag_022,33,1,32,579.7444,776.7424,524,593,1,192.0122,1.533286,2,video,2,3,-1
VRTag_022,34,1,13,492.1364,362.5809,753,293,0,269.9839,3.233256,2,video,3,3,0
VRTag_022,35,1,6,469.5059,524.1019,754,383,0,317.5636,4.716573,2,video,3,3,0
VRTag_022,36,1,20,934.6347,564.4337,1380,797,0,502.4315,4.61658,2,video,1,4,-3
VRTag_022,37,1,41,1241.721,757.8504,1148,835,1,121.3903,1.949924,2,video,4,4,0
VRTag_022,38,1,34,924.9272,929.6449,1385,65,0,979.4273,2.249959,2,video,4,1,3
VRTag_022,39,1,26,1376.093,522.5093,875,907,0,631.6073,2.14997,2,video,1,4,-3
VRTag_022,40,1,22,951.1266,630.0339,911,904,0,276.8891,2.399959,2,video,1,4,-3
VRTag_022,41,1,1,757.7571,558.8535,1134,268,0,475.5571,3.016588,2,video,1,1,0
VRTag_022,42,1,17,454.0936,119.2702,519,358,0,247.3959,1.966538,2,video,3,3,0
VRTag_022,43,1,46,1229.107,750.2853,1141,42,0,713.7443,1.866598,2,video,4,1,3
VRTag_022,44,1,15,1192.417,643.43,1139,359,0,289.4026,2.333285,2,video,1,1,0
VRTag_022,45,1,47,685.3369,805.9018,1156,138,0,817.0781,1.733293,2,video,2,3,-1
VRTag_022,46,1,14,480.9168,398.0941,1156,374,0,675.5131,2.299928,2,video,3,3,0
VRTag_022,47,1,31,1125.774,418.4171,731,285,0,416.709,1.733261,2,video,1,1,0
VRTag_022,48,1,45,517.8303,446.6641,775,483,0,259.724,1.933261,2,video,NaN,NaN,NaN
VRTag_024,25,1,26,748.5668,205.304,1414,488,0,722.9926,3.066534,2,video,3,3,0
VRTag_024,26,1,41,546.8805,970.0972,955,826,0,432.8112,6.666559,2,video,2,2,0
VRTag_024,27,1,22,706.905,467.7827,1416,526,0,711.4809,3.199881,2,video,3,3,0
VRTag_024,28,1,32,1467.797,838.2398,449,846,0,1018.826,2.59994,2,video,4,4,0
VRTag_024,29,1,18,819.1387,800.1002,1222,456,0,529.8134,3.416552,2,video,4,1,3
VRTag_024,30,1,33,474.1576,679.7735,1040,830,0,585.4448,2.749891,2,video,3,2,1
VRTag_024,31,1,12,1209.538,514.5188,695,363,0,536.3839,2.616583,2,video,1,1,0
VRTag_024,32,1,14,506.1528,184.1148,762,247,0,263.4622,4.899854,2,video,3,3,0
VRTag_024,33,1,46,1427.843,601.3958,865,818,0,603.0835,3.249891,2,video,1,4,-3
VRTag_024,34,1,15,1183.963,234.1298,1461,550,0,420.1469,5.666588,2,video,1,1,0
VRTag_024,35,1,17,593.436,273.1767,570,873,0,600.281,3.866643,2,video,3,2,1
VRTag_024,36,1,48,609.5662,334.1655,1160,126,0,588.4813,4.149946,2,video,3,3,0
VRTag_024,37,1,34,1022.998,355.1819,830,118,0,305.7833,2.483219,2,video,1,1,0
VRTag_024,38,1,21,481.2692,287.6595,1366,351,0,886.9952,6.366555,2,video,3,3,0
VRTag_024,39,1,1,1230.273,937.9553,422,151,0,1128.097,2.983237,2,video,4,1,3
VRTag_024,40,1,11,1459.221,185.8176,454,287,0,1010.301,2.59991,2,video,1,1,0
VRTag_024,41,1,40,1390.517,894.8923,767,150,0,971.4104,3.016562,2,video,4,1,3
VRTag_024,42,1,6,473.2621,167.6816,1197,470,0,784.3424,3.29987,2,video,3,3,0
VRTag_024,43,1,16,1283.902,496.4508,741,687,0,575.3706,4.416537,2,video,1,1,0
VRTag_024,44,1,31,685.9925,536.4507,509,880,0,386.4614,2.18328,2,video,3,2,1
VRTag_024,45,1,13,1371.15,743.4999,742,350,0,742.0731,5.999893,2,video,1,1,0
VRTag_024,46,1,20,572.4021,384.9604,1524,424,0,952.3984,2.46661,2,video,3,3,0
VRTag_024,47,1,45,1359.705,146.1718,776,879,0,936.8823,2.383202,2,video,1,4,-3
VRTag_024,48,1,47,994.4905,474.1157,971,172,0,303.0276,3.116552,2,video,NaN,NaN,NaN
VRTag_025,25,1,22,893.5749,403.3083,968,522,1,140.0957,4.433295,2,video,1,1,0
VRTag_025,26,1,18,898.2775,894.0058,1478,184,0,916.6169,2.799956,2,video,4,1,3
VRTag_025,27,1,34,1450.24,246.3118,1391,542,0,301.5641,7.066621,2,video,1,1,0
VRTag_025,28,1,21,476.684,278.2287,549,392,1,134.8092,6.683223,2,video,3,3,0
VRTag_025,29,1,40,541.6135,281.2951,1078,419,0,553.7807,1.899907,2,video,3,3,0
VRTag_025,30,1,16,1092.11,829.0024,816,434,0,481.9371,3.583235,2,video,4,1,3
VRTag_025,31,1,1,647.7358,721.2881,539,230,0,503.1773,4.249909,2,video,3,3,0
VRTag_025,32,1,17,1217.644,118.3186,1427,543,0,473.481,2.133229,2,video,1,1,0
VRTag_025,33,1,31,645.7086,200.4575,566,638,0,444.7436,4.133236,2,video,3,3,0
VRTag_025,34,1,41,720.859,530.4795,1316,412,0,606.8198,2.366572,2,video,3,3,0
VRTag_025,35,1,46,1306.393,735.2462,432,935,0,896.9192,2.516565,2,video,1,4,-3
VRTag_025,36,1,15,606.1958,274.5446,1330,915,0,966.4759,5.23324,2,video,3,2,1
VRTag_025,37,1,48,554.9678,825.5876,771,419,0,460.4165,4.449879,2,video,2,3,-1
VRTag_025,38,1,33,712.4117,770.2857,1434,556,0,752.7337,8.383211,2,video,2,3,-1
VRTag_025,39,1,45,605.8189,693.341,447,723,1,161.5645,2.583205,2,video,3,3,0
VRTag_025,40,1,14,528.7931,141.6536,1165,160,0,636.4714,4.683238,2,video,3,3,0
VRTag_025,41,1,20,1054.557,941.4251,1400,690,0,427.253,4.716583,2,video,4,1,3
VRTag_025,42,1,32,560.5238,694.8696,477,397,0,309.3583,5.099905,2,video,3,3,0
VRTag_025,43,1,6,1349.008,775.349,1413,920,1,158.1735,1.983234,2,video,4,4,0
VRTag_025,44,1,13,1437.196,298.4877,496,210,0,945.3463,3.799939,2,video,1,1,0
VRTag_025,45,1,12,1104.093,403.1851,1177,921,0,522.9222,1.949937,2,video,1,4,-3
VRTag_025,46,1,47,666.9651,612.0652,968,357,0,394.5634,4.766553,2,video,3,3,0
VRTag_025,47,1,11,1150.234,942.2764,881,887,0,274.8494,3.983235,2,video,4,4,0
VRTag_025,48,1,26,1320.575,860.2278,710,423,0,750.9793,5.249909,2,video,NaN,NaN,NaN
VRTag_026,25,1,41,1463.253,936.1632,1325,396,0,557.5753,2.049922,2,video,4,1,3
VRTag_026,26,1,33,725.8301,867.581,443,624,0,373.2621,1.649945,2,video,2,3,-1
VRTag_026,27,1,16,1218.588,924.3256,688,902,0,531.0574,2.766479,2,video,4,4,0
VRTag_026,28,1,20,1271.836,132.7773,543,652,0,894.8714,2.233278,2,video,1,1,0
VRTag_026,29,1,22,968.5147,859.9296,1444,936,0,481.5319,2.016547,2,video,4,4,0
VRTag_026,30,1,26,1170.867,637.8306,1325,762,1,197.9265,1.833241,2,video,1,4,-3
VRTag_026,31,1,21,1271.036,647.6189,1274,432,0,215.6393,1.499869,2,video,1,1,0
VRTag_026,32,1,31,1161.68,288.3018,1193,882,0,594.5238,1.649879,2,video,1,4,-3
VRTag_026,33,1,40,865.7265,422.179,536,449,0,330.8156,1.566619,2,video,1,1,0
VRTag_026,34,1,32,973.4334,221.4743,535,621,0,593.165,2.59991,2,video,1,1,0
VRTag_026,35,1,18,533.0495,689.5463,1372,682,0,838.9845,1.799949,2,video,3,3,0
VRTag_026,36,1,45,625.0332,380.7941,427,423,0,202.4808,1.499949,2,video,3,3,0
VRTag_026,37,1,11,1134.231,420.9049,1200,285,1,150.9825,1.566539,2,video,1,1,0
VRTag_026,38,1,1,1352.773,597.4756,729,623,0,624.295,1.883315,2,video,1,1,0
VRTag_026,39,1,15,702.6161,630.6858,721,629,1,18.46103,2.066597,2,video,3,3,0
VRTag_026,40,1,34,1462.22,952.3015,1367,324,0,635.4759,1.766544,2,video,4,1,3
VRTag_026,41,1,12,784.9069,276.5931,697,972,0,700.9411,1.966642,2,video,1,4,-3
VRTag_026,42,1,46,1061.576,453.1953,1333,172,0,390.8216,1.766615,2,video,1,1,0
VRTag_026,43,1,48,1389.111,773.878,1363,203,0,571.4748,2.433224,2,video,4,1,3
VRTag_026,44,1,47,888.6727,458.4722,539,179,0,447.6334,2.016629,2,video,1,1,0
VRTag_026,45,1,6,1058.883,757.157,1168,635,1,163.7949,4.066528,2,video,4,1,3
VRTag_026,46,1,17,1242.384,701.6072,1221,881,1,180.6628,1.766545,2,video,1,4,-3
VRTag_026,47,1,14,704.9794,894.6492,959,885,0,254.2038,3.499922,2,video,2,2,0
VRTag_026,48,1,13,1046.258,700.209,745,629,0,309.5595,1.249932,2,video,NaN,NaN,NaN
VRTag_027,25,1,11,1265.11,366.5306,656,721,0,704.7434,5.083125,2,video,1,1,0
VRTag_027,26,1,14,880.3635,490.6129,1106,467,0,226.8687,1.783225,2,video,1,1,0
VRTag_027,27,1,48,830.402,390.1319,1137,690,0,428.8627,2.366528,2,video,1,1,0
VRTag_027,28,1,18,698.6813,792.3432,1157,908,0,472.6865,6.049771,2,video,2,2,0
VRTag_027,29,1,16,1039.116,225.6979,659,488,0,461.8341,2.433279,2,video,1,1,0
VRTag_027,30,1,46,1333.644,738.1654,1283,450,0,292.5818,2.283265,2,video,1,1,0
VRTag_027,31,1,20,457.8512,379.0518,1276,273,0,824.9936,2.066589,2,video,3,3,0
VRTag_027,32,1,6,810.5431,833.6764,1296,380,0,664.4477,2.549929,2,video,4,1,3
VRTag_027,33,1,34,1211.915,256.8804,760,370,0,465.8572,4.366583,2,video,1,1,0
VRTag_027,34,1,1,659.0057,425.319,744,911,0,493.0619,3.933273,2,video,3,2,1
VRTag_027,35,1,31,530.0806,767.7241,1419,919,0,901.6996,2.349918,2,video,2,2,0
VRTag_027,36,1,47,1238.391,388.4583,1152,711,0,333.911,2.999921,2,video,1,1,0
VRTag_027,37,1,12,883.6678,139.1193,650,384,0,338.4777,2.416569,2,video,1,1,0
VRTag_027,38,1,40,959.5862,109.6888,1160,694,0,617.7259,1.833271,2,video,1,1,0
VRTag_027,39,1,17,487.4168,287.7273,1276,276,0,788.6704,2.599923,2,video,3,3,0
VRTag_027,40,1,22,953.8958,461.3417,1288,382,0,343.3958,2.833261,2,video,1,1,0
VRTag_027,41,1,15,725.5674,182.9202,627,379,0,219.4603,3.449922,2,video,3,3,0
VRTag_027,42,1,13,1159.919,899.6454,1160,670,0,229.6454,3.799925,2,video,4,1,3
VRTag_027,43,1,32,512.0397,962.1646,772,683,0,381.4607,5.999909,2,video,2,3,-1
VRTag_027,44,1,45,1186.127,943.9596,1159,716,0,229.568,2.399901,2,video,4,1,3
VRTag_027,45,1,41,453.7071,798.8343,1146,706,0,698.4896,1.933263,2,video,2,3,-1
VRTag_027,46,1,26,588.4197,329.5741,1150,374,0,563.3348,4.566576,2,video,3,3,0
VRTag_027,47,1,33,850.81,119.6894,1165,168,0,317.8825,2.849926,2,video,1,1,0
